Course Name,Company Offering,Skills Gained,Ratings,Number of Ratings
Introduction to Back-End Development,Meta,"HTML and CSS, React (web framework), Web Development, Front-End Web Development, Web Design, Web Development Tools",4.8,9000
AI and Public Health,DeepLearning.AI,"Artificial Neural Networks, Exploratory Data Analysis, Python Programming",4.7,147
Machine Learning and Reinforcement Learning in Finance,New York University,"Machine Learning, Human Learning, Machine Learning Algorithms, Algorithms, Finance, Mathematics, Regression, Statistical Machine Learning, Applied Machine Learning, Artificial Neural Networks, Deep Learning, Reinforcement Learning, Tensorflow",3.7,785
Everyday Parenting: The ABCs of Child Rearing,Yale University,,4.9,8000
Algorithmic Toolbox,University of California San Diego,"Algorithms, Computer Programming, Problem Solving, Theoretical Computer Science, Computational Thinking, Critical Thinking, Computer Programming Tools, Computational Logic, Data Structures, Mathematics, Software Testing",4.6,12000
Python Programming Fundamentals,Duke University,"Algorithms, Computer Programming, Problem Solving, Python Programming",3.4,17
Introduction to Logic and Critical Thinking,Duke University,"Communication, Critical Thinking, Human Learning",4.6,3000
JavaScript for Beginners,"University of California, Davis","Computer Programming, Javascript, Web Development, Front-End Web Development, HTML and CSS, Web Design, Programming Principles, Web Development Tools, Interactive Design",4.7,965
Strategic Communication Campaigns,University of Colorado Boulder,"Business Communication, Communication, Market Research, Marketing, Public Relations, Research and Design",5.0,6
"Federal Taxation I: Individuals, Employees, and Sole Proprietors",University of Illinois at Urbana-Champaign,"Accounting, Taxes, Critical Thinking, Finance, Financial Accounting, General Accounting, Problem Solving, Regulations and Compliance, Generally Accepted Accounting Principles (GAAP), Benefits",4.9,615
ASP.NET for Experienced Developers,Board Infinity,"Computer Programming, DevOps",4.0,176
Foundations of Business Strategy,University of Virginia,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Market Analysis",4.8,9000
Value-Based Care,University of Houston,"Leadership and Management, Communication, Collaboration",4.7,239
Medical Terminology I,Rice University,,4.9,384
Financial Acumen for Non-Financial Managers,University of Pennsylvania,"Finance, Financial Analysis, Financial Management, Accounting, Accounts Payable and Receivable, Business Analysis, Financial Accounting, General Accounting, Management Accounting, Account Management",4.5,902
Project Practicum with Multiple Projects,"University of California, Irvine","Leadership and Management, Strategy and Operations",4.7,67
Developing Back-End Apps with Node.js and Express,IBM,"Javascript, Web Development, Computer Science",4.5,311
Qualitative Research Design and Methods for Public Health,Emory University,Data Analysis,4.7,173
Expressway to Data Science: Essential Math,University of Colorado Boulder,"Mathematics, Algebra, Calculus, Linear Algebra, Mathematical Theory & Analysis, Differential Equations, Plot (Graphics), Problem Solving, Applied Mathematics, Graph Theory",4.5,339
Fundamentals of Immunology,Rice University,,4.7,1000
Marketing Digital,Universidade de SÃ£o Paulo,"Digital Marketing, Marketing, Customer Analysis, Market Analysis, Social Media, E-Commerce, Strategy, Marketing Design, Marketing Management, Product Marketing, Search Engine Optimization",4.8,2000
English for Common Interactions in the Workplace: Basic Level,Pontificia Universidad CatÃ³lica de Chile,,4.7,5000
Work Smarter with Microsoft PowerPoint,Microsoft,"Communication, Computer Graphic Techniques, Interactive Data Visualization, Visual Design, Visualization (Computer Graphics), Business Communication, Data Visualization, Marketing Design, Product Design, Statistical Visualization, Computer Graphics, Graphic Design, Microsoft Excel",4.7,582
NutriciÃ³n y obesidad: control de sobrepeso,Universidad Nacional AutÃ³noma de MÃ©xico,Planning,4.8,4000
Introduction to Machine Learning,Duke University,"Artificial Neural Networks, Machine Learning, Natural Language Processing, Python Programming, Regression",4.7,4000
Digital Transformation,University of Virginia,"Business Analysis, Business Transformation, Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Innovation",4.8,6000
"Introduction to Containers w/ Docker, Kubernetes & OpenShift",IBM,"Kubernetes, Docker (Software), Cloud Computing",4.4,719
Introduction to Chemistry:  Reactions and Ratios,Duke University,Problem Solving,4.7,2000
ChatGPT for Beginners: Save time with Microsoft Excel,Coursera Project Network,"Data Management, Microsoft Excel",4.6,77
Teach English Now! Theories of Second Language Acquisition,Arizona State University,"Human Learning, Mergers & Acquisitions",4.9,9000
Supply Chain Excellence,Rutgers the State University of New Jersey,"Supply Chain Systems, Supply Chain and Logistics, Data Analysis, Planning, Business Analysis, Business Process Management, Inventory Management, Operations Management, Strategy and Operations, Estimation, Forecasting, Leadership and Management, Microsoft Excel, Operational Analysis, Probability & Statistics, Spreadsheet Software, Statistical Analysis, Performance Management, Product Management, Project Management, Finance, Procurement",4.7,343
Customer Relationship Management,Starweaver,"Customer Relationship Management, Leadership and Management, Problem Solving",4.6,52
Foundations of Public Health Practice,Imperial College London,"Critical Thinking, Behavioral Economics",4.8,531
Weight Management: Beyond Balancing Calories,Emory University,Leadership and Management,4.7,1000
African development â from the past to the present,Lund University,,4.0,42
Claves de la DirecciÃ³n de Empresas,IESE Business School,"Business Analysis, Leadership and Management, Strategy, Accounting, Communication, Finance, Data Analysis, Operational Analysis, Strategy and Operations, Calculus, Process Analysis, Business Psychology, Financial Accounting, Financial Analysis, Accounts Payable and Receivable, Business Intelligence, Culture, Human Resources, Market Analysis, Marketing, Media Strategy & Planning, Benefits, Collaboration, Influencing, Marketing Psychology, Persona Research, General Accounting, Generally Accepted Accounting Principles (GAAP), Social Media, Problem Solving",4.8,3000
Introduction to Hardware and Operating Systems,IBM,"Operating Systems, Computer Networking, IBM Cloud",4.8,988
Programming in Python: A Hands-on Introduction,Codio,"Python Programming, Computer Programming, Computer Science, Operations Management",4.5,278
Advertising with Meta,Meta,"Advertising, Digital Marketing, Marketing, Media Strategy & Planning, Social Media, Marketing Management",4.8,3000
Computational Neuroscience,University of Washington,"Mathematics, Computer Programming, Mathematical Theory & Analysis, Probability & Statistics, Python Programming, Computational Logic, Data Analysis, Artificial Neural Networks, Computational Thinking, Machine Learning, Human Learning",4.6,1000
Computer Security and Systems Management,University of Colorado System,"System Security, Operating Systems, Network Security, Security Software, Security Strategy, Computer Security Incident Management, Security Engineering, System Software, Computer Networking, Computer Security Models, Leadership and Management, Audit, Software Security, Data Management, Planning, Networking Hardware, Strategy, Strategy and Operations, System Programming",4.6,8000
IBM Data Analyst Capstone Project,IBM,"Python Programming, Exploratory Data Analysis, Computer Programming, Data Analysis, Data Visualization, Microsoft Excel, SQL",4.6,1000
Expressway to Data Science: Python Programming,University of Colorado Boulder,"Python Programming, Computer Programming, Programming Principles, Computer Programming Tools, Computational Thinking, Problem Solving, Data Science, Data Visualization, Software Engineering",4.7,140
Liderazgo y Pensamiento CrÃ­tico,TecnolÃ³gico de Monterrey,"Culture, Persona Research, Organizational Development, Emotional Intelligence, Continuous Integration, Critical Thinking, People Analysis, Strategy, Adaptability, Correlation And Dependence, Collaboration, Decision Making, Negotiation, Process Analysis, Communication, Leadership and Management, Natural Language Processing, Operational Analysis, Public Relations, Reinforcement Learning, Computer Networking",4.7,290
Health Behavior Change: From Evidence to Action,Yale University,,4.8,373
Wireshark for Beginners: Capture Packets,Coursera Project Network,,4.7,71
"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,Communication,4.7,10000
Wireshark for Basic Network Security Analysis,Coursera Project Network,Network Security,4.4,216
Write A Feature Length Screenplay For Film Or Television,Michigan State University,Writing,4.6,201
